emg_key,participant_id,n_mat_step4,n_mat_sim2,n_c3d_step4,n_mat_raw,n_c3d_raw
EMG_17_L_M_m_tibialis_anterior,RD0002,0,0,3,0,3
EMG_17_L_M_tibialis_anterior,RD0001,16,16,16,16,16
EMG_17_L_M_tibialis_anterior,RD0002,18,18,0,18,0
EMG_17_L_M_tibialis_anterior,RD0006,15,15,15,15,15
EMG_17_L_M_tibialis_anterior,RD0012,24,24,24,24,24
EMG_17_L_M_tibialis_anterior,RD0016,22,22,22,22,22
EMG_17_L_M_tibialis_anterior,RD0024,15,15,15,15,15
EMG_17_L_M_tibialis_anterior,RD0028,13,13,13,13,13
EMG_17_L_M_tibialis_anterior,RD0029,14,14,14,14,14
EMG_17_L_M_tibialis_anterior,RD0035,14,14,14,14,14
EMG_17_L_M_tibialis_anterior,RD0036,22,22,22,22,22
EMG_17_L_M_tibialis_anterior,RD0037,10,10,10,10,10
EMG_17_L_M_tibialis_anterior,RD0041,25,25,25,25,25
EMG_17_L_M_tibialis_anterior,RD0043,17,17,17,17,17
EMG_17_L_M_tibialis_anterior,RD0044,7,7,7,7,7
EMG_17_L_M_tibialis_anterior,RD0045,4,4,4,4,4
EMG_17_L_M_tibialis_anterior,RD0047,7,7,7,7,7
EMG_17_L_M_tibialis_anterior,RD0050,13,13,13,13,13
EMG_17_L_M_tibialis_anterior,RD0051,11,11,11,11,11
EMG_17_L_M_tibialis_anterior,RD0052,19,19,19,19,19
EMG_17_L_M_tibialis_anterior,RD0055,6,6,6,6,6
EMG_17_L_M_tibialis_anterior,RD0057,17,17,17,17,17
EMG_17_L_M_tibialis_anterior,RD0059,9,9,9,9,9
EMG_17_L_M_tibialis_anterior,RD0060,6,6,6,6,6
EMG_17_L_M_tibialis_anterior,RD0064,16,16,16,16,16
EMG_17_L_M_tibialis_anterior,RD0072,5,5,5,5,5
EMG_17_L_M_tibialis_anterior,RD0075,6,6,6,6,6
EMG_17_L_M_tibialis_anterior,RD0079,9,9,9,9,9
EMG_17_L_M_tibialis_anterior,RD0080,17,17,17,17,17
EMG_17_L_M_tibialis_anterior,RD71,4,4,4,4,4
EMG_18_L_M_m_peroneus_long,RD0002,0,0,3,0,3
EMG_18_L_M_peroneus_long,RD0001,16,16,16,16,16
EMG_18_L_M_peroneus_long,RD0002,18,18,0,18,0
EMG_18_L_M_peroneus_long,RD0006,15,15,15,15,15
EMG_18_L_M_peroneus_long,RD0012,24,24,24,24,24
EMG_18_L_M_peroneus_long,RD0016,22,22,22,22,22
EMG_18_L_M_peroneus_long,RD0024,15,15,15,15,15
EMG_18_L_M_peroneus_long,RD0028,13,13,13,13,13
EMG_18_L_M_peroneus_long,RD0029,14,14,14,14,14
EMG_18_L_M_peroneus_long,RD0035,14,14,14,14,14
EMG_18_L_M_peroneus_long,RD0036,22,22,22,22,22
EMG_18_L_M_peroneus_long,RD0037,10,10,10,10,10
EMG_18_L_M_peroneus_long,RD0041,25,25,25,25,25
EMG_18_L_M_peroneus_long,RD0043,17,17,17,17,17
EMG_18_L_M_peroneus_long,RD0044,7,7,7,7,7
EMG_18_L_M_peroneus_long,RD0045,4,4,4,4,4
EMG_18_L_M_peroneus_long,RD0047,7,7,7,7,7
EMG_18_L_M_peroneus_long,RD0050,13,13,13,13,13
EMG_18_L_M_peroneus_long,RD0051,11,11,11,11,11
EMG_18_L_M_peroneus_long,RD0052,19,19,19,19,19
EMG_18_L_M_peroneus_long,RD0055,6,6,6,6,6
EMG_18_L_M_peroneus_long,RD0057,17,17,17,17,17
EMG_18_L_M_peroneus_long,RD0059,9,9,9,9,9
EMG_18_L_M_peroneus_long,RD0060,6,6,6,6,6
EMG_18_L_M_peroneus_long,RD0064,16,16,16,16,16
EMG_18_L_M_peroneus_long,RD0072,5,5,5,5,5
EMG_18_L_M_peroneus_long,RD0075,6,6,6,6,6
EMG_18_L_M_peroneus_long,RD0079,9,9,9,9,9
EMG_18_L_M_peroneus_long,RD0080,17,17,17,17,17
EMG_18_L_M_peroneus_long,RD71,4,4,4,4,4
EMG_19_L_M_gastro_lat,RD0001,16,16,16,16,16
EMG_19_L_M_gastro_lat,RD0002,18,18,0,18,0
EMG_19_L_M_gastro_lat,RD0006,15,15,15,15,15
EMG_19_L_M_gastro_lat,RD0012,24,24,24,24,24
EMG_19_L_M_gastro_lat,RD0016,22,22,22,22,22
EMG_19_L_M_gastro_lat,RD0024,15,15,15,15,15
EMG_19_L_M_gastro_lat,RD0028,13,13,13,13,13
EMG_19_L_M_gastro_lat,RD0029,14,14,14,14,14
EMG_19_L_M_gastro_lat,RD0035,14,14,14,14,14
EMG_19_L_M_gastro_lat,RD0036,22,22,22,22,22
EMG_19_L_M_gastro_lat,RD0037,10,10,10,10,10
EMG_19_L_M_gastro_lat,RD0041,25,25,25,25,25
EMG_19_L_M_gastro_lat,RD0043,17,17,17,17,17
EMG_19_L_M_gastro_lat,RD0044,7,7,7,7,7
EMG_19_L_M_gastro_lat,RD0045,4,4,4,4,4
EMG_19_L_M_gastro_lat,RD0047,7,7,7,7,7
EMG_19_L_M_gastro_lat,RD0050,13,13,13,13,13
EMG_19_L_M_gastro_lat,RD0051,11,11,11,11,11
EMG_19_L_M_gastro_lat,RD0052,19,19,19,19,19
EMG_19_L_M_gastro_lat,RD0055,6,6,6,6,6
EMG_19_L_M_gastro_lat,RD0057,17,17,17,17,17
EMG_19_L_M_gastro_lat,RD0059,9,9,9,9,9
EMG_19_L_M_gastro_lat,RD0060,6,6,6,6,6
EMG_19_L_M_gastro_lat,RD0064,16,16,16,16,16
EMG_19_L_M_gastro_lat,RD0072,5,5,5,5,5
EMG_19_L_M_gastro_lat,RD0075,6,6,6,6,6
EMG_19_L_M_gastro_lat,RD0079,9,9,9,9,9
EMG_19_L_M_gastro_lat,RD0080,17,17,17,17,17
EMG_19_L_M_gastro_lat,RD71,4,4,4,4,4
EMG_19_L_M_m_gastro_lat,RD0002,0,0,3,0,3
EMG_20_L_M_gastroc_med,RD0001,16,16,16,16,16
EMG_20_L_M_gastroc_med,RD0002,18,18,0,18,0
EMG_20_L_M_gastroc_med,RD0006,15,15,15,15,15
EMG_20_L_M_gastroc_med,RD0012,24,24,24,24,24
EMG_20_L_M_gastroc_med,RD0016,22,22,22,22,22
EMG_20_L_M_gastroc_med,RD0024,15,15,15,15,15
EMG_20_L_M_gastroc_med,RD0028,13,13,13,13,13
EMG_20_L_M_gastroc_med,RD0029,14,14,14,14,14
EMG_20_L_M_gastroc_med,RD0035,14,14,14,14,14
EMG_20_L_M_gastroc_med,RD0036,22,22,22,22,22
EMG_20_L_M_gastroc_med,RD0037,10,10,10,10,10
EMG_20_L_M_gastroc_med,RD0041,25,25,25,25,25
EMG_20_L_M_gastroc_med,RD0043,17,17,17,17,17
EMG_20_L_M_gastroc_med,RD0044,7,7,7,7,7
EMG_20_L_M_gastroc_med,RD0045,4,4,4,4,4
EMG_20_L_M_gastroc_med,RD0047,7,7,7,7,7
EMG_20_L_M_gastroc_med,RD0050,13,13,13,13,13
EMG_20_L_M_gastroc_med,RD0051,11,11,11,11,11
EMG_20_L_M_gastroc_med,RD0052,19,19,19,19,19
EMG_20_L_M_gastroc_med,RD0055,6,6,6,6,6
EMG_20_L_M_gastroc_med,RD0057,17,17,17,17,17
EMG_20_L_M_gastroc_med,RD0059,9,9,9,9,9
EMG_20_L_M_gastroc_med,RD0060,6,6,6,6,6
EMG_20_L_M_gastroc_med,RD0064,16,16,16,16,16
EMG_20_L_M_gastroc_med,RD0072,5,5,5,5,5
EMG_20_L_M_gastroc_med,RD0075,6,6,6,6,6
EMG_20_L_M_gastroc_med,RD0079,9,9,9,9,9
EMG_20_L_M_gastroc_med,RD0080,17,17,17,17,17
EMG_20_L_M_gastroc_med,RD71,4,4,4,4,4
EMG_20_L_M_m_gastroc_med,RD0002,0,0,3,0,3
EMG_21_L_M_m_vastus_lat,RD0002,0,0,3,0,3
EMG_21_L_M_vastus_lat,RD0001,16,16,16,16,16
EMG_21_L_M_vastus_lat,RD0002,18,18,0,18,0
EMG_21_L_M_vastus_lat,RD0006,15,15,15,15,15
EMG_21_L_M_vastus_lat,RD0012,24,24,24,24,24
EMG_21_L_M_vastus_lat,RD0016,22,22,22,22,22
EMG_21_L_M_vastus_lat,RD0024,15,15,15,15,15
EMG_21_L_M_vastus_lat,RD0028,13,13,13,13,13
EMG_21_L_M_vastus_lat,RD0029,14,14,14,14,14
EMG_21_L_M_vastus_lat,RD0035,14,14,14,14,14
EMG_21_L_M_vastus_lat,RD0036,22,22,22,22,22
EMG_21_L_M_vastus_lat,RD0037,10,10,10,10,10
EMG_21_L_M_vastus_lat,RD0041,25,25,25,25,25
EMG_21_L_M_vastus_lat,RD0043,17,17,17,17,17
EMG_21_L_M_vastus_lat,RD0044,7,7,7,7,7
EMG_21_L_M_vastus_lat,RD0045,4,4,4,4,4
EMG_21_L_M_vastus_lat,RD0047,7,7,7,7,7
EMG_21_L_M_vastus_lat,RD0050,13,13,13,13,13
EMG_21_L_M_vastus_lat,RD0051,11,11,11,11,11
EMG_21_L_M_vastus_lat,RD0052,19,19,19,19,19
EMG_21_L_M_vastus_lat,RD0055,6,6,6,6,6
EMG_21_L_M_vastus_lat,RD0057,17,17,17,17,17
EMG_21_L_M_vastus_lat,RD0059,9,9,9,9,9
EMG_21_L_M_vastus_lat,RD0060,6,6,6,6,6
EMG_21_L_M_vastus_lat,RD0064,16,16,16,16,16
EMG_21_L_M_vastus_lat,RD0072,5,5,5,5,5
EMG_21_L_M_vastus_lat,RD0075,6,6,6,6,6
EMG_21_L_M_vastus_lat,RD0079,9,9,9,9,9
EMG_21_L_M_vastus_lat,RD0080,17,17,17,17,17
EMG_21_L_M_vastus_lat,RD71,4,4,4,4,4
EMG_22_L_M_m_vastus_med,RD0002,0,0,3,0,3
EMG_22_L_M_vastus_med,RD0001,16,16,16,16,16
EMG_22_L_M_vastus_med,RD0002,18,18,0,18,0
EMG_22_L_M_vastus_med,RD0006,15,15,15,15,15
EMG_22_L_M_vastus_med,RD0012,24,24,24,24,24
EMG_22_L_M_vastus_med,RD0016,22,22,22,22,22
EMG_22_L_M_vastus_med,RD0024,15,15,15,15,15
EMG_22_L_M_vastus_med,RD0028,13,13,13,13,13
EMG_22_L_M_vastus_med,RD0029,14,14,14,14,14
EMG_22_L_M_vastus_med,RD0035,14,14,14,14,14
EMG_22_L_M_vastus_med,RD0036,22,22,22,22,22
EMG_22_L_M_vastus_med,RD0037,10,10,10,10,10
EMG_22_L_M_vastus_med,RD0041,25,25,25,25,25
EMG_22_L_M_vastus_med,RD0043,17,17,17,17,17
EMG_22_L_M_vastus_med,RD0044,7,7,7,7,7
EMG_22_L_M_vastus_med,RD0045,4,4,4,4,4
EMG_22_L_M_vastus_med,RD0047,7,7,7,7,7
EMG_22_L_M_vastus_med,RD0050,13,13,13,13,13
EMG_22_L_M_vastus_med,RD0051,11,11,11,11,11
EMG_22_L_M_vastus_med,RD0052,19,19,19,19,19
EMG_22_L_M_vastus_med,RD0055,6,6,6,6,6
EMG_22_L_M_vastus_med,RD0057,17,17,17,17,17
EMG_22_L_M_vastus_med,RD0059,9,9,9,9,9
EMG_22_L_M_vastus_med,RD0060,6,6,6,6,6
EMG_22_L_M_vastus_med,RD0064,16,16,16,16,16
EMG_22_L_M_vastus_med,RD0072,5,5,5,5,5
EMG_22_L_M_vastus_med,RD0075,6,6,6,6,6
EMG_22_L_M_vastus_med,RD0079,9,9,9,9,9
EMG_22_L_M_vastus_med,RD0080,17,17,17,17,17
EMG_22_L_M_vastus_med,RD71,4,4,4,4,4
EMG_23_L_M_m_semitendinosus,RD0002,0,0,3,0,3
EMG_23_L_M_semitendinosus,RD0001,16,16,16,16,16
EMG_23_L_M_semitendinosus,RD0002,18,18,0,18,0
EMG_23_L_M_semitendinosus,RD0006,15,15,15,15,15
EMG_23_L_M_semitendinosus,RD0012,24,24,24,24,24
EMG_23_L_M_semitendinosus,RD0016,22,22,22,22,22
EMG_23_L_M_semitendinosus,RD0024,15,15,15,15,15
EMG_23_L_M_semitendinosus,RD0028,13,13,13,13,13
EMG_23_L_M_semitendinosus,RD0029,14,14,14,14,14
EMG_23_L_M_semitendinosus,RD0035,14,14,14,14,14
EMG_23_L_M_semitendinosus,RD0036,22,22,22,22,22
EMG_23_L_M_semitendinosus,RD0037,10,10,10,10,10
EMG_23_L_M_semitendinosus,RD0041,25,25,25,25,25
EMG_23_L_M_semitendinosus,RD0043,17,17,17,17,17
EMG_23_L_M_semitendinosus,RD0044,7,7,7,7,7
EMG_23_L_M_semitendinosus,RD0045,4,4,4,4,4
EMG_23_L_M_semitendinosus,RD0047,7,7,7,7,7
EMG_23_L_M_semitendinosus,RD0050,13,13,13,13,13
EMG_23_L_M_semitendinosus,RD0051,11,11,11,11,11
EMG_23_L_M_semitendinosus,RD0052,19,19,19,19,19
EMG_23_L_M_semitendinosus,RD0055,6,6,6,6,6
EMG_23_L_M_semitendinosus,RD0057,17,17,17,17,17
EMG_23_L_M_semitendinosus,RD0059,9,9,9,9,9
EMG_23_L_M_semitendinosus,RD0060,6,6,6,6,6
EMG_23_L_M_semitendinosus,RD0064,16,16,16,16,16
EMG_23_L_M_semitendinosus,RD0072,5,5,5,5,5
EMG_23_L_M_semitendinosus,RD0075,6,6,6,6,6
EMG_23_L_M_semitendinosus,RD0079,9,9,9,9,9
EMG_23_L_M_semitendinosus,RD0080,17,17,17,17,17
EMG_23_L_M_semitendinosus,RD71,4,4,4,4,4
EMG_24_L_M_biceps_femoris,RD0001,16,16,16,16,16
EMG_24_L_M_biceps_femoris,RD0002,18,18,0,18,0
EMG_24_L_M_biceps_femoris,RD0006,15,15,15,15,15
EMG_24_L_M_biceps_femoris,RD0012,24,24,24,24,24
EMG_24_L_M_biceps_femoris,RD0016,22,22,22,22,22
EMG_24_L_M_biceps_femoris,RD0024,15,15,15,15,15
EMG_24_L_M_biceps_femoris,RD0028,13,13,13,13,13
EMG_24_L_M_biceps_femoris,RD0029,14,14,14,14,14
EMG_24_L_M_biceps_femoris,RD0035,14,14,14,14,14
EMG_24_L_M_biceps_femoris,RD0036,22,22,22,22,22
EMG_24_L_M_biceps_femoris,RD0037,10,10,10,10,10
EMG_24_L_M_biceps_femoris,RD0041,25,25,25,25,25
EMG_24_L_M_biceps_femoris,RD0043,17,17,17,17,17
EMG_24_L_M_biceps_femoris,RD0044,7,7,7,7,7
EMG_24_L_M_biceps_femoris,RD0045,4,4,4,4,4
EMG_24_L_M_biceps_femoris,RD0047,7,7,7,7,7
EMG_24_L_M_biceps_femoris,RD0050,13,13,13,13,13
EMG_24_L_M_biceps_femoris,RD0051,11,11,11,11,11
EMG_24_L_M_biceps_femoris,RD0052,19,19,19,19,19
EMG_24_L_M_biceps_femoris,RD0055,6,6,6,6,6
EMG_24_L_M_biceps_femoris,RD0057,17,17,17,17,17
EMG_24_L_M_biceps_femoris,RD0059,9,9,9,9,9
EMG_24_L_M_biceps_femoris,RD0060,6,6,6,6,6
EMG_24_L_M_biceps_femoris,RD0064,16,16,16,16,16
EMG_24_L_M_biceps_femoris,RD0072,5,5,5,5,5
EMG_24_L_M_biceps_femoris,RD0075,6,6,6,6,6
EMG_24_L_M_biceps_femoris,RD0079,9,9,9,9,9
EMG_24_L_M_biceps_femoris,RD0080,17,17,17,17,17
EMG_24_L_M_biceps_femoris,RD71,4,4,4,4,4
EMG_24_L_M_m_biceps_femoris,RD0002,0,0,3,0,3
EMG_25_L_M_m_soleus,RD0002,0,0,3,0,3
EMG_25_L_M_soleus,RD0001,16,16,16,16,16
EMG_25_L_M_soleus,RD0002,18,18,0,18,0
EMG_25_L_M_soleus,RD0006,15,15,15,15,15
EMG_25_L_M_soleus,RD0012,24,24,24,24,24
EMG_25_L_M_soleus,RD0016,22,22,22,22,22
EMG_25_L_M_soleus,RD0024,15,15,15,15,15
EMG_25_L_M_soleus,RD0028,13,13,13,13,13
EMG_25_L_M_soleus,RD0029,14,14,14,14,14
EMG_25_L_M_soleus,RD0035,14,14,14,14,14
EMG_25_L_M_soleus,RD0036,22,22,22,22,22
EMG_25_L_M_soleus,RD0037,10,10,10,10,10
EMG_25_L_M_soleus,RD0041,25,25,25,25,25
EMG_25_L_M_soleus,RD0043,17,17,17,17,17
EMG_25_L_M_soleus,RD0044,7,7,7,7,7
EMG_25_L_M_soleus,RD0045,4,4,4,4,4
EMG_25_L_M_soleus,RD0047,7,7,7,7,7
EMG_25_L_M_soleus,RD0050,13,13,13,13,13
EMG_25_L_M_soleus,RD0051,11,11,11,11,11
EMG_25_L_M_soleus,RD0052,19,19,19,19,19
EMG_25_L_M_soleus,RD0055,6,6,6,6,6
EMG_25_L_M_soleus,RD0057,17,17,17,17,17
EMG_25_L_M_soleus,RD0059,9,9,9,9,9
EMG_25_L_M_soleus,RD0060,6,6,6,6,6
EMG_25_L_M_soleus,RD0064,16,16,16,16,16
EMG_25_L_M_soleus,RD0072,5,5,5,5,5
EMG_25_L_M_soleus,RD0075,6,6,6,6,6
EMG_25_L_M_soleus,RD0079,9,9,9,9,9
EMG_25_L_M_soleus,RD0080,17,17,17,17,17
EMG_25_L_M_soleus,RD71,4,4,4,4,4
EMG_26_L_M_m_rectus_fem,RD0002,0,0,3,0,3
EMG_26_L_M_rectus_fem,RD0001,16,16,16,16,16
EMG_26_L_M_rectus_fem,RD0002,18,18,0,18,0
EMG_26_L_M_rectus_fem,RD0006,15,15,15,15,15
EMG_26_L_M_rectus_fem,RD0012,24,24,24,24,24
EMG_26_L_M_rectus_fem,RD0016,22,22,22,22,22
EMG_26_L_M_rectus_fem,RD0024,15,15,15,15,15
EMG_26_L_M_rectus_fem,RD0028,13,13,13,13,13
EMG_26_L_M_rectus_fem,RD0029,14,14,14,14,14
EMG_26_L_M_rectus_fem,RD0035,14,14,14,14,14
EMG_26_L_M_rectus_fem,RD0036,22,22,22,22,22
EMG_26_L_M_rectus_fem,RD0037,10,10,10,10,10
EMG_26_L_M_rectus_fem,RD0041,25,25,25,25,25
EMG_26_L_M_rectus_fem,RD0043,17,17,17,17,17
EMG_26_L_M_rectus_fem,RD0044,7,7,7,7,7
EMG_26_L_M_rectus_fem,RD0045,4,4,4,4,4
EMG_26_L_M_rectus_fem,RD0047,7,7,7,7,7
EMG_26_L_M_rectus_fem,RD0050,13,13,13,13,13
EMG_26_L_M_rectus_fem,RD0051,11,11,11,11,11
EMG_26_L_M_rectus_fem,RD0052,19,19,19,19,19
EMG_26_L_M_rectus_fem,RD0055,6,6,6,6,6
EMG_26_L_M_rectus_fem,RD0057,17,17,17,17,17
EMG_26_L_M_rectus_fem,RD0059,9,9,9,9,9
EMG_26_L_M_rectus_fem,RD0060,6,6,6,6,6
EMG_26_L_M_rectus_fem,RD0064,16,16,16,16,16
EMG_26_L_M_rectus_fem,RD0072,5,5,5,5,5
EMG_26_L_M_rectus_fem,RD0075,6,6,6,6,6
EMG_26_L_M_rectus_fem,RD0079,9,9,9,9,9
EMG_26_L_M_rectus_fem,RD0080,17,17,17,17,17
EMG_26_L_M_rectus_fem,RD71,4,4,4,4,4
EMG_27_L_M_erector_spine,RD0001,16,16,16,16,16
EMG_27_L_M_erector_spine,RD0002,18,18,0,18,0
EMG_27_L_M_erector_spine,RD0006,15,15,15,15,15
EMG_27_L_M_erector_spine,RD0012,24,24,24,24,24
EMG_27_L_M_erector_spine,RD0016,22,22,22,22,22
EMG_27_L_M_erector_spine,RD0024,15,15,15,15,15
EMG_27_L_M_erector_spine,RD0028,13,13,13,13,13
EMG_27_L_M_erector_spine,RD0029,14,14,14,14,14
EMG_27_L_M_erector_spine,RD0035,14,14,14,14,14
EMG_27_L_M_erector_spine,RD0036,22,22,22,22,22
EMG_27_L_M_erector_spine,RD0037,10,10,10,10,10
EMG_27_L_M_erector_spine,RD0041,25,25,25,25,25
EMG_27_L_M_erector_spine,RD0043,17,17,17,17,17
EMG_27_L_M_erector_spine,RD0044,7,7,7,7,7
EMG_27_L_M_erector_spine,RD0045,4,4,4,4,4
EMG_27_L_M_erector_spine,RD0047,7,7,7,7,7
EMG_27_L_M_erector_spine,RD0050,13,13,13,13,13
EMG_27_L_M_erector_spine,RD0051,11,11,11,11,11
EMG_27_L_M_erector_spine,RD0052,19,19,19,19,19
EMG_27_L_M_erector_spine,RD0055,6,6,6,6,6
EMG_27_L_M_erector_spine,RD0057,17,17,17,17,17
EMG_27_L_M_erector_spine,RD0059,9,9,9,9,9
EMG_27_L_M_erector_spine,RD0060,6,6,6,6,6
EMG_27_L_M_erector_spine,RD0064,16,16,16,16,16
EMG_27_L_M_erector_spine,RD0072,5,5,5,5,5
EMG_27_L_M_erector_spine,RD0075,6,6,6,6,6
EMG_27_L_M_erector_spine,RD0079,9,9,9,9,9
EMG_27_L_M_erector_spine,RD0080,17,17,17,17,17
EMG_27_L_M_erector_spine,RD71,4,4,4,4,4
EMG_27_L_M_m_erector_spine,RD0002,0,0,3,0,3
EMG_31_L_M_gluteus_maximus,RD0001,16,16,16,16,16
EMG_31_L_M_gluteus_maximus,RD0002,18,18,0,18,0
EMG_31_L_M_gluteus_maximus,RD0006,15,15,15,15,15
EMG_31_L_M_gluteus_maximus,RD0012,24,24,24,24,24
EMG_31_L_M_gluteus_maximus,RD0016,22,22,22,22,22
EMG_31_L_M_gluteus_maximus,RD0024,15,15,15,15,15
EMG_31_L_M_gluteus_maximus,RD0028,13,13,13,13,13
EMG_31_L_M_gluteus_maximus,RD0029,14,14,14,14,14
EMG_31_L_M_gluteus_maximus,RD0035,14,14,14,14,14
EMG_31_L_M_gluteus_maximus,RD0036,22,22,22,22,22
EMG_31_L_M_gluteus_maximus,RD0037,10,10,10,10,10
EMG_31_L_M_gluteus_maximus,RD0041,25,25,25,25,25
EMG_31_L_M_gluteus_maximus,RD0043,17,17,17,17,17
EMG_31_L_M_gluteus_maximus,RD0044,7,7,7,7,7
EMG_31_L_M_gluteus_maximus,RD0045,4,4,4,4,4
EMG_31_L_M_gluteus_maximus,RD0047,7,7,7,7,7
EMG_31_L_M_gluteus_maximus,RD0050,13,13,13,13,13
EMG_31_L_M_gluteus_maximus,RD0051,11,11,11,11,11
EMG_31_L_M_gluteus_maximus,RD0052,19,19,19,19,19
EMG_31_L_M_gluteus_maximus,RD0055,6,6,6,6,6
EMG_31_L_M_gluteus_maximus,RD0057,17,17,17,17,17
EMG_31_L_M_gluteus_maximus,RD0059,9,9,9,9,9
EMG_31_L_M_gluteus_maximus,RD0060,6,6,6,6,6
EMG_31_L_M_gluteus_maximus,RD0064,16,16,16,16,16
EMG_31_L_M_gluteus_maximus,RD0072,5,5,5,5,5
EMG_31_L_M_gluteus_maximus,RD0075,6,6,6,6,6
EMG_31_L_M_gluteus_maximus,RD0079,9,9,9,9,9
EMG_31_L_M_gluteus_maximus,RD0080,17,17,17,17,17
EMG_31_L_M_gluteus_maximus,RD71,4,4,4,4,4
EMG_31_L_M_m_gluteus_maximus,RD0002,0,0,3,0,3
EMG_32_L_M_gluteus_medius,RD0001,16,16,16,16,16
EMG_32_L_M_gluteus_medius,RD0002,18,18,0,18,0
EMG_32_L_M_gluteus_medius,RD0006,15,15,15,15,15
EMG_32_L_M_gluteus_medius,RD0012,24,24,24,24,24
EMG_32_L_M_gluteus_medius,RD0016,22,22,22,22,22
EMG_32_L_M_gluteus_medius,RD0024,15,15,15,15,15
EMG_32_L_M_gluteus_medius,RD0028,13,13,13,13,13
EMG_32_L_M_gluteus_medius,RD0029,14,14,14,14,14
EMG_32_L_M_gluteus_medius,RD0035,14,14,14,14,14
EMG_32_L_M_gluteus_medius,RD0036,22,22,22,22,22
EMG_32_L_M_gluteus_medius,RD0037,10,10,10,10,10
EMG_32_L_M_gluteus_medius,RD0041,25,25,25,25,25
EMG_32_L_M_gluteus_medius,RD0043,17,17,17,17,17
EMG_32_L_M_gluteus_medius,RD0044,7,7,7,7,7
EMG_32_L_M_gluteus_medius,RD0045,4,4,4,4,4
EMG_32_L_M_gluteus_medius,RD0047,7,7,7,7,7
EMG_32_L_M_gluteus_medius,RD0050,13,13,13,13,13
EMG_32_L_M_gluteus_medius,RD0051,11,11,11,11,11
EMG_32_L_M_gluteus_medius,RD0052,19,19,19,19,19
EMG_32_L_M_gluteus_medius,RD0055,6,6,6,6,6
EMG_32_L_M_gluteus_medius,RD0057,17,17,17,17,17
EMG_32_L_M_gluteus_medius,RD0059,9,9,9,9,9
EMG_32_L_M_gluteus_medius,RD0060,6,6,6,6,6
EMG_32_L_M_gluteus_medius,RD0064,16,16,16,16,16
EMG_32_L_M_gluteus_medius,RD0072,5,5,5,5,5
EMG_32_L_M_gluteus_medius,RD0075,6,6,6,6,6
EMG_32_L_M_gluteus_medius,RD0079,9,9,9,9,9
EMG_32_L_M_gluteus_medius,RD0080,17,17,17,17,17
EMG_32_L_M_gluteus_medius,RD71,4,4,4,4,4
EMG_32_L_M_m_gluteus_medius,RD0002,0,0,3,0,3
